exercise,subject_id
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E1,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E2,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E3,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E4,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E5,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E6,S1
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E0,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E1,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E2,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E3,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E4,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E5,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E6,S10
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E0,S11
E1,S11
E1,S11
E1,S11
E1,S11
E1,S11
E1,S11
E1,S11
